artist,song,popularity,danceability,tempo,genre
Jim Jones,We Fly High,0,0.685,120.226,"hip hop, pop"
The Red Jumpsuit Apparatus,Face Down,74,0.545,92.956,pop
MIKA,Grace Kelly,69,0.675,122.229,pop
Christina Aguilera,Candyman,66,0.686,172.976,pop
Sean Kingston,Beautiful Girls,78,0.762,130.009,"hip hop, pop, R&B"
Akon,Don't Matter,52,0.801,125.139,pop
James Blunt,1973,68,0.72,123.007,pop
Carrie Underwood,Before He Cheats,76,0.519,147.905,"pop, country"
Just Jack,Starz In Their Eyes,52,0.67,123.802,Dance/Electronic
T-Pain,Buy U a Drank (Shawty Snappin') (feat. Yung Joc),2,0.451,80.001,"hip hop, pop, R&B"
Bone Thugs-N-Harmony,I Tried,61,0.727,81.995,"hip hop, pop"
Avril Lavigne,When You're Gone,68,0.457,142.034,pop
Rich Boy,Throw Some D's,57,0.697,160.895,"hip hop, pop"
MIKA,Love Today,57,0.673,124.484,pop
Manic Street Preachers,Your Love Alone Is Not Enough (feat. Nina Persson),53,0.344,126.766,"rock, pop"
Elliott Yamin,Wait for You,58,0.764,116.027,set()
Wyclef Jean,"Sweetest Girl (Dollar Bill) (feat. Akon, Lil' Wayne & Niia)",56,0.733,92.515,set()
Boys Like Girls,The Great Escape,62,0.423,149.934,pop
Take That,Rule The World - Radio Edit,58,0.357,164.054,pop
J. Holiday,Bed,64,0.684,127.901,"hip hop, pop, R&B, Dance/Electronic"
Red Hot Chili Peppers,Snow (Hey Oh),79,0.427,104.655,rock
Ludacris,Runaway Love,51,0.405,92.854,"hip hop, pop"
Flo Rida,Low (feat. T-Pain),80,0.918,128.008,"hip hop, pop"
Katy Perry,I Kissed A Girl,73,0.699,129.996,pop
Rihanna,Take A Bow,74,0.697,82.082,"hip hop, pop, R&B"
Alicia Keys,No One,77,0.644,90.04,"pop, R&B"
Timbaland,Apologize,74,0.653,118.016,"hip hop, pop, R&B"
Ne-Yo,Miss Independent,71,0.668,171.812,"pop, R&B"
Chris Brown,With You,70,0.662,86.009,"hip hop, pop, R&B"
Beyoncé,If I Were a Boy,66,0.632,90.007,"pop, R&B"
Kardinal Offishall,Dangerous,75,0.949,117.002,"hip hop, pop, R&B"
Madcon,Beggin (original version),70,0.715,129.023,"hip hop, pop"
September,Cry for You,65,0.767,130.018,"pop, Dance/Electronic"
Rihanna,Disturbia,76,0.707,124.921,"hip hop, pop, R&B"
Guru Josh Project,Infinity 2008,1,0.493,127.999,hip hop
Britney Spears,Break the Ice,61,0.712,117.533,pop
Lil Wayne,Lollipop,69,0.829,148.075,"hip hop, pop"
Basshunter,Now You're Gone - Video Edit,63,0.639,147.99,pop
Kanye West,Flashing Lights,52,0.639,90.482,hip hop
Madonna,4 Minutes (feat. Justin Timberlake & Timbaland),71,0.753,113.029,pop
Katy Perry,Hot N Cold,73,0.706,132.032,pop
Rihanna,Don't Stop The Music,77,0.835,122.668,"hip hop, pop, R&B"
Snoop Dogg,Sensual Seduction,56,0.756,120.163,"hip hop, pop"
Akon,Right Now (Na Na Na),69,0.83,137.982,pop
Britney Spears,Womanizer,76,0.724,139,pop
Eric Prydz,Pjanoo - Radio Edit,65,0.605,125.99,"pop, Dance/Electronic"
Kelly Rowland,Work,34,0.888,102.757,"hip hop, pop, R&B"
Jeezy,Put On,69,0.654,137.616,"hip hop, pop"
Madonna,Give It 2 Me,57,0.837,127.019,pop
The Pussycat Dolls,When I Grow Up,72,0.671,118.449,"pop, R&B"
will.i.am,Heartbreaker,46,0.788,120.051,"hip hop, pop"
Soulja Boy,Crank That (Soulja Boy),74,0.736,140.141,"hip hop, pop"
Britney Spears,Piece of Me,64,0.769,115.007,pop
T.I.,Live Your Life,75,0.375,159.841,"hip hop, pop"
Ne-Yo,Closer,65,0.709,126.027,"pop, R&B"
Lil Wayne,A Milli,69,0.674,151.486,"hip hop, pop"
Colby O'Donis,What You Got,61,0.775,119.974,"hip hop, pop, R&B"
Miley Cyrus,See You Again,0,0.692,138.975,pop
Basshunter,All I Ever Wanted - Radio Edit,65,0.645,144.954,pop
Chris Brown,Kiss Kiss (feat. T-Pain),68,0.729,140.043,"hip hop, pop, R&B"
Finger Eleven,Paralyzer,73,0.644,106.031,"rock, metal"
Alesha Dixon,The Boy Does Nothing,51,0.632,87,pop
Dizzee Rascal,Dance Wiv Me - Radio Edit,68,0.878,111.996,"hip hop, pop, Dance/Electronic"
Gabriella Cilmi,Sweet About Me,56,0.671,131.977,R&B
Jack White,Another Way to Die,56,0.486,141.933,"rock, blues"
Plies,Hypnotized (feat. Akon),66,0.84,116.59,"hip hop, pop, R&B"
The Pussycat Dolls,I Hate This Part,64,0.756,111.572,"pop, R&B"
Sean Kingston,Take You There,65,0.752,115.033,"hip hop, pop, R&B"
Natasha Bedingfield,Pocketful of Sunshine,62,0.726,110.019,pop
The Offspring,"You're Gonna Go Far, Kid",78,0.55,126.115,"rock, pop, metal"
Kanye West,Homecoming,47,0.667,86.917,hip hop
Estelle,American Boy,78,0.727,117.932,R&B
Saving Abel,Addicted,69,0.512,138.018,"rock, metal"
Pendulum,Propane Nightmares,57,0.356,173.992,Dance/Electronic
The Game,My Life,60,0.673,148.113,"hip hop, pop"
Danity Kane,Damaged,57,0.774,120.01,"pop, R&B"
P!nk,So What,76,0.534,126.019,pop
Kanye West,Love Lockdown,66,0.76,119.603,hip hop
Gym Class Heroes,Cookie Jar (feat. The-Dream),54,0.687,113.053,"hip hop, pop"
M.I.A.,Paper Planes,1,0.447,172.247,"pop, rock"
3 Doors Down,It's Not My Time,56,0.529,127.962,"pop, rock, metal"
Kylie Minogue,Wow,47,0.654,124.072,"pop, Dance/Electronic"
Mariah Carey,Touch My Body,0,0.715,78.502,"pop, R&B"
MGMT,Kids,77,0.451,122.961,rock
The Ting Tings,Shut Up and Let Me Go,55,0.852,107.993,"pop, rock, Dance/Electronic"
Lil Wayne,Got Money,58,0.694,82.48,"hip hop, pop"
Santana,Into the Night (feat. Chad Kroeger),57,0.595,127.981,"rock, blues, latin"
The-Dream,I Luv Your Girl,62,0.723,90.063,"hip hop, pop, R&B"
Wiley,Wearing My Rolex - Radio Edit,59,0.876,131.942,"hip hop, Dance/Electronic"
Usher,Love in This Club (feat. Young Jeezy),71,0.573,140.012,"hip hop, pop, R&B"
Sam Sparro,Black & Gold - Radio Edit,53,0.383,135.968,"pop, Dance/Electronic"
"H ""two"" O",What's It Gonna Be (feat. Platnum),55,0.733,139.61,Dance/Electronic
The Ting Tings,That's Not My Name,51,0.755,145.042,"pop, rock, Dance/Electronic"
Plies,"Bust It Baby, Pt. 2 (feat. Ne-Yo)",61,0.648,78.946,"hip hop, pop, R&B"
James Morrison,Broken Strings,70,0.57,111.91,"pop, R&B"
Leona Lewis,Run,62,0.285,142.365,"pop, R&B"
Metro Station,Shake It,67,0.618,150.034,"pop, rock"
T.I.,Whatever You Like,74,0.68,150.053,"hip hop, pop"
Trey Songz,Can't Help but Wait,62,0.699,94.977,"hip hop, pop, R&B"
OneRepublic,Stop And Stare,59,0.492,92.474,pop
Alexandra Burke,Hallelujah,63,0.177,182.571,pop
Mary J. Blige,Just Fine,64,0.923,123.021,"pop, R&B"
Jordin Sparks,One Step At a Time,56,0.766,102.028,"pop, R&B"
Coldplay,Viva La Vida,80,0.486,138.015,"rock, pop"
Kings of Leon,Sex on Fire,80,0.542,153.398,rock
Kanye West,Good Life,45,0.439,82.962,hip hop
Duffy,Mercy,69,0.793,129.911,"pop, R&B"
David Archuleta,Crush,67,0.57,162.084,pop
J. Holiday,Suffocate - Superclean,58,0.458,82.82,"hip hop, pop, R&B, Dance/Electronic"
Gavin DeGraw,In Love With a Girl,51,0.438,161.905,"pop, Folk/Acoustic"
Jordin Sparks,Tattoo,54,0.566,168.005,"pop, R&B"
Coldplay,Violet Hill,63,0.33,76.093,"rock, pop"
Ray J,Sexy Can I feat. Yung Berg,1,0.575,172.155,"hip hop, pop, R&B"
Jennifer Hudson,Spotlight,60,0.707,108.984,"pop, R&B, easy listening"
John Legend,Green Light (feat. André 3000),55,0.622,77.506,"pop, R&B"
Jonas Brothers,Burnin' Up,68,0.667,114.03,pop
Lupe Fiasco,Superstar (feat. Matthew Santos),64,0.572,94.812,"hip hop, pop"
Chris Brown,Forever,74,0.672,120.005,"hip hop, pop, R&B"
Adele,Chasing Pavements,1,0.614,80.045,"pop, R&B"
Leona Lewis,Better in Time,67,0.584,163.953,"pop, R&B"
Fergie,Clumsy,58,0.731,184.009,"pop, R&B"
T-Pain,Can't Believe It (feat. Lil' Wayne),0,0.648,89.828,"hip hop, pop, R&B"
Black Eyed Peas,I Gotta Feeling,80,0.743,127.96,"hip hop, pop"
Lady Gaga,Poker Face,77,0.851,118.999,pop
Beyoncé,Halo,74,0.508,79.983,"pop, R&B"
David Guetta,Sexy Bitch (feat. Akon),75,0.813,130.011,"hip hop, pop, Dance/Electronic"
Flo Rida,Right Round,74,0.72,124.986,"hip hop, pop"
Taylor Swift,Love Story,74,0.617,118.984,pop
Pitbull,Hotel Room Service,63,0.849,126.003,"hip hop, pop, latin"
Britney Spears,Circus,74,0.791,114.98,pop
Lady Gaga,LoveGame,69,0.894,105.024,pop
Skillet,Monster,75,0.64,134.992,"rock, pop, metal"
The Prodigy,Omen,57,0.545,140.002,"rock, pop, Dance/Electronic"
Black Eyed Peas,Meet Me Halfway,72,0.798,130,"hip hop, pop"
Kanye West,Heartless,82,0.79,87.999,hip hop
Kid Cudi,Day 'N' Nite (Nightmare),72,0.88,138.018,hip hop
Lady Gaga,Just Dance,76,0.822,118.992,pop
Britney Spears,If U Seek Amy,69,0.717,129.954,pop
Pitbull,I Know You Want Me (Calle Ocho),59,0.825,127.045,"hip hop, pop, latin"
Mariah Carey,Obsessed,66,0.742,86.443,"pop, R&B"
Beyoncé,Sweet Dreams,48,0.694,121.949,"pop, R&B"
Agnes,Release Me,65,0.621,127.973,"pop, Dance/Electronic"
Black Eyed Peas,Boom Boom Pow,68,0.867,130.048,"hip hop, pop"
Shakira,She Wolf,68,0.865,121.983,"pop, latin"
Lady Gaga,Paparazzi,70,0.762,114.906,pop
JAY-Z,Empire State Of Mind,82,0.491,173.585,hip hop
OneRepublic,All The Right Moves,65,0.529,146.024,pop
Jeremih,Birthday Sex,67,0.677,60.019,"hip hop, pop, R&B"
Cascada,Evacuate The Dancefloor,63,0.762,127.029,"hip hop, pop, Dance/Electronic"
Linkin Park,New Divide,68,0.493,117.971,"rock, metal"
Kevin Rudolf,Let It Rock,66,0.607,113.172,"hip hop, pop"
JAY-Z,Run This Town,75,0.632,86.844,hip hop
Lady Gaga,Bad Romance,80,0.696,119.001,pop
T.I.,Live Your Life,75,0.375,159.841,"hip hop, pop"
Eminem,We Made You,63,0.924,114.003,hip hop
Dizzee Rascal,Bonkers,38,0.624,126.127,"hip hop, pop, Dance/Electronic"
Ciara,Love Sex Magic (feat. Justin Timberlake),58,0.893,107.011,"pop, R&B"
Rihanna,Russian Roulette,64,0.48,80.051,"hip hop, pop, R&B"
Soulja Boy,Turn My Swag On,59,0.546,150.154,"hip hop, pop"
The xx,Intro,2,0.617,100.363,rock
Jay Sean,Down,3,0.657,65.997,"hip hop, pop, R&B"
Keri Hilson,Turnin Me On - Original Dirty,41,0.661,159.873,"pop, R&B"
David Guetta,When Love Takes Over (feat. Kelly Rowland),69,0.675,129.967,"hip hop, pop, Dance/Electronic"
Cheryl,Fight For This Love,65,0.739,122.988,"pop, Dance/Electronic"
Soulja Boy,Kiss Me Thru The Phone,76,0.758,149.998,"hip hop, pop"
Eminem,Crack A Bottle,70,0.516,169.561,hip hop
P!nk,Sober,46,0.614,91.066,pop
Tinchy Stryder,Number 1,59,0.581,114.912,"pop, Dance/Electronic"
Pixie Lott,"Mama Do (Uh Oh, Uh Oh)",54,0.451,119.918,"pop, Dance/Electronic"
JLS,Beat Again - Radio Edit,0,0.894,120.02,pop
3OH!3,DONTTRUSTME,70,0.791,130.012,"hip hop, pop, rock"
A.R. Rahman,Jai Ho! (You Are My Destiny),65,0.657,136.202,set()
The Pussycat Dolls,I Hate This Part,64,0.756,111.572,"pop, R&B"
Akon,Beautiful,65,0.74,130.015,pop
Alexandra Burke,Bad Boys (feat. Flo Rida),57,0.67,140.029,pop
Mario,Break Up,51,0.44,73.881,"pop, R&B"
Drake,Forever,73,0.457,104.02,"hip hop, pop, R&B"
Selena Gomez & The Scene,Naturally,63,0.605,132.612,"pop, Dance/Electronic"
Kanye West,Love Lockdown,66,0.76,119.603,hip hop
The Veronicas,Untouched,58,0.557,177.008,"pop, Dance/Electronic"
Fabolous,Throw It In The Bag,59,0.789,172.049,"hip hop, pop, R&B"
Jason Derulo,Whatcha Say,70,0.615,144.036,"hip hop, pop"
Lily Allen,Not Fair,54,0.719,121.491,pop
T.I.,Dead And Gone,68,0.713,135.021,"hip hop, pop"
Sean Kingston,Fire Burning,71,0.839,122.973,"hip hop, pop, R&B"
Empire of the Sun,Walking On A Dream,77,0.871,126.975,"rock, pop, Dance/Electronic"
Cobra Starship,Good Girls Go Bad (feat. Leighton Meester),65,0.594,119.964,"pop, Dance/Electronic"
Nickelback,If Today Was Your Last Day,66,0.485,89.956,"rock, metal"
La Roux,Bulletproof,71,0.674,123.016,"pop, Dance/Electronic"
Kasabian,Fire,64,0.525,117.029,rock
Calvin Harris,I'm Not Alone - Radio Edit,55,0.597,130.99,"hip hop, pop, Dance/Electronic"
Justin Bieber,One Time,71,0.691,145.999,pop
Jamie Foxx,Blame It,65,0.673,176.052,"hip hop, pop, R&B"
La Roux,In For The Kill,59,0.629,150.01,"pop, Dance/Electronic"
Muse,Uprising,75,0.602,128.019,rock
Nickelback,Gotta Be Somebody,62,0.536,115.998,"rock, metal"
James Morrison,Broken Strings,70,0.57,111.91,"pop, R&B"
T.I.,Whatever You Like,74,0.68,150.053,"hip hop, pop"
Dizzee Rascal,Holiday,60,0.545,117.985,"hip hop, pop, Dance/Electronic"
Beyoncé,Single Ladies (Put a Ring on It),67,0.426,193.437,"pop, R&B"
Boys Like Girls,Love Drunk,64,0.44,150.005,pop
The-Dream,Rockin' That Shit,62,0.672,78.005,"hip hop, pop, R&B"
OneRepublic,Secrets,74,0.516,148.021,pop
JLS,Everybody in Love,39,0.705,140.022,pop
Jason Aldean,Big Green Tractor,50,0.616,137.077,country
The Fray,Never Say Never,67,0.23,160.139,pop
Lily Allen,The Fear,53,0.661,134.002,pop
Kings of Leon,Sex on Fire,80,0.542,153.398,rock
Drake,Best I Ever Had,54,0.431,162.161,"hip hop, pop, R&B"
Kelly Clarkson,Already Gone,56,0.209,78.139,"pop, R&B"
Miley Cyrus,Party In The U.S.A.,79,0.652,96.021,pop
Jordin Sparks,Battlefield,57,0.613,144.953,"pop, R&B"
Ne-Yo,Mad,64,0.731,129.94,"pop, R&B"
Green Day,21 Guns,73,0.268,159.779,rock
Keri Hilson,Knock You Down,57,0.588,155.165,"pop, R&B"
Taylor Swift,You Belong With Me,55,0.687,129.964,pop
Shinedown,Second Chance,67,0.46,100.011,"rock, metal"
Asher Roth,I Love College,62,0.713,86.444,"hip hop, pop"
Katy Perry,Waking Up In Vegas,49,0.524,130.989,pop
Kelly Clarkson,My Life Would Suck Without You,68,0.526,144.982,"pop, R&B"
Mumford & Sons,Little Lion Man,68,0.517,138.585,"Folk/Acoustic, rock, pop"
The Fray,You Found Me,73,0.338,151.994,pop
Bruno Mars,Just the Way You Are,77,0.635,109.021,pop
Eminem,Love The Way You Lie,81,0.749,86.989,hip hop
Lady Gaga,Bad Romance,80,0.696,119.001,pop
Stromae,Alors on danse - Radio Edit,77,0.791,119.951,pop
Kesha,TiK ToK,80,0.755,120.028,"pop, Dance/Electronic"
David Guetta,Memories (feat. Kid Cudi),76,0.546,129.983,"hip hop, pop, Dance/Electronic"
Taio Cruz,Dynamite,80,0.751,119.975,"hip hop, pop"
Rihanna,Only Girl (In The World),73,0.789,125.906,"hip hop, pop, R&B"
Katy Perry,California Gurls,72,0.791,125.014,pop
Kesha,Take It Off,68,0.729,125.036,"pop, Dance/Electronic"
INNA,Hot - Play & Win Radio Version,42,0.817,128,pop
Far East Movement,Like A G6,73,0.435,124.913,"hip hop, pop"
David Guetta,Gettin' Over You (feat. Fergie & LMFAO),62,0.615,129.944,"hip hop, pop, Dance/Electronic"
Duck Sauce,Barbra Streisand - Radio Edit,46,0.769,127.965,Dance/Electronic
Lucenzo,Danza Kuduro (feat. Don Omar),0,0.622,130.003,latin
Rihanna,Te Amo,67,0.567,171.917,"hip hop, pop, R&B"
Timbaland,Carry Out (Featuring Justin Timberlake),69,0.531,115.68,"hip hop, pop, R&B"
DJ Fresh,Gold Dust - Radio Edit,63,0.451,176.985,"pop, Dance/Electronic"
Edward Maya,Stereo Love - Radio Edit,66,0.799,127.041,pop
Taio Cruz,Break Your Heart,74,0.607,122.01,"hip hop, pop"
Black Eyed Peas,Imma Be,61,0.597,92.035,"hip hop, pop"
Sidney Samson,Riverside,47,0.804,125.997,Dance/Electronic
Eminem,Not Afraid,79,0.855,114.635,hip hop
Lady Gaga,Alejandro,67,0.623,98.998,pop
Rihanna,Rude Boy,74,0.563,173.906,"hip hop, pop, R&B"
Ne-Yo,Beautiful Monster,57,0.708,128.013,"pop, R&B"
3OH!3,Starstrukk,32,0.605,139.896,"hip hop, pop, rock"
Black Eyed Peas,The Time (Dirty Bit),69,0.816,127.979,"hip hop, pop"
Kelly Rowland,Commander,59,0.395,124.638,"hip hop, pop, R&B"
Swedish House Mafia,One (Your Name) - Radio Edit,63,0.733,125.061,"pop, Dance/Electronic"
Chris Brown,Deuces (feat. Tyga & Kevin McCall),68,0.692,73.987,"hip hop, pop, R&B"
Usher,DJ Got Us Fallin' In Love (feat. Pitbull),79,0.663,119.963,"hip hop, pop, R&B"
Iyaz,Replay,75,0.706,91.031,"hip hop, pop"
Flo Rida,Club Can't Handle Me (feat. David Guetta),76,0.616,127.966,"hip hop, pop"
Sean Kingston,Eenie Meenie,74,0.72,121.223,"hip hop, pop, R&B"
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),58,0.76,131.497,"hip hop, pop"
Tinie Tempah,Written in the Stars (feat. Eric Turner),57,0.656,91.881,"hip hop, pop, Dance/Electronic"
Bruno Mars,Talking to the Moon,76,0.498,145.867,pop
Miley Cyrus,Can't Be Tamed,0,0.63,116.98,pop
Mike Posner,Cooler Than Me - Single Mix,75,0.768,129.965,"hip hop, pop, Dance/Electronic"
Lady Gaga,Telephone,69,0.824,122.014,pop
Yolanda Be Cool,We No Speak Americano (JT Radio Edit),1,0.901,124.996,Dance/Electronic
Rihanna,Hard,55,0.31,182.032,"hip hop, pop, R&B"
Tinie Tempah,Pass Out,53,0.693,91.1,"hip hop, pop, Dance/Electronic"
Adam Lambert,Whataya Want from Me,57,0.438,185.934,pop
Trey Songz,Bottoms Up (feat. Nicki Minaj),0,0.845,74.008,"hip hop, pop, R&B"
Timbaland,If We Ever Meet Again (Featuring Katy Perry),68,0.652,126.091,"hip hop, pop, R&B"
Enrique Iglesias,I Like It,63,0.648,129.007,"pop, latin"
Tim Berg,Seek Bromance - Avicii’s Vocal Edit,0,0.515,126.026,"pop, Dance/Electronic"
Usher,OMG (feat. will.i.am),73,0.781,129.998,"hip hop, pop, R&B"
Maroon 5,Misery,67,0.703,102.978,pop
Jay Sean,Down,3,0.657,65.997,"hip hop, pop, R&B"
Rihanna,Man Down,68,0.47,155.788,"hip hop, pop, R&B"
3OH!3,My First Kiss (feat. Ke$ha),62,0.682,138.021,"hip hop, pop, rock"
Justin Bieber,Baby,81,0.728,65.043,pop
Cali Swag District,Teach Me How to Dougie,66,0.846,85.013,"hip hop, pop"
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,54,0.736,125.03,"pop, Dance/Electronic"
K'NAAN,Wavin' Flag,57,0.625,75.974,set()
Ludacris,How Low,63,0.785,143.96,"hip hop, pop"
Kesha,Blah Blah Blah (feat. 3OH!3),61,0.752,120.003,"pop, Dance/Electronic"
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",51,0.544,150.1,"hip hop, pop"
Jason Derulo,In My Head,65,0.762,110.009,"hip hop, pop"
Aloe Blacc,I Need A Dollar,1,0.84,95.498,R&B
B.o.B,Airplanes (feat. Hayley Williams of Paramore),74,0.66,93.033,"hip hop, pop"
Ludacris,My Chick Bad,68,0.624,84.789,"hip hop, pop"
Nelly,Just A Dream,73,0.531,89.917,"hip hop, pop, R&B"
Rihanna,What's My Name?,66,0.692,100.025,"hip hop, pop, R&B"
Shontelle,Impossible,35,0.599,90.034,"pop, R&B"
Take That,The Flood,57,0.514,100.631,pop
Trey Songz,Say Aah (feat. Fabolous),54,0.724,93.01,"hip hop, pop, R&B"
Jason Derulo,Whatcha Say,70,0.615,144.036,"hip hop, pop"
Drake,Over,57,0.325,100.093,"hip hop, pop, R&B"
Example,Kickstarts,63,0.61,126.056,"pop, Dance/Electronic"
Plan B,She Said,62,0.72,147.007,Dance/Electronic
The Saturdays,Higher,61,0.639,117.011,"pop, Dance/Electronic"
Jay Sean,Do You Remember,2,0.855,125.846,"hip hop, pop, R&B"
Usher,Hey Daddy (Daddy's Home),60,0.59,95.975,"hip hop, pop, R&B"
Lil Wayne,Right Above It,68,0.376,76.052,"hip hop, pop"
The Wanted,All Time Low,18,0.689,134.036,"pop, Dance/Electronic"
Kesha,Your Love Is My Drug,69,0.826,120.057,"pop, Dance/Electronic"
Ellie Goulding,Starry Eyed,54,0.504,149.967,"pop, rock, Dance/Electronic"
Drake,Find Your Love,56,0.625,96.033,"hip hop, pop, R&B"
Jason Derulo,Ridin' Solo,66,0.442,89.338,"hip hop, pop"
Two Door Cinema Club,What You Know,0,0.55,139.048,"World/Traditional, rock, pop"
JAY-Z,Young Forever,65,0.637,140.329,hip hop
Young Money,BedRock,71,0.733,148.005,"hip hop, pop"
B.o.B,Nothin' on You (feat. Bruno Mars),74,0.688,103.993,"hip hop, pop"
Katy Perry,Teenage Dream,69,0.719,120.011,pop
Scouting For Girls,This Ain't a Love Song,52,0.458,176.667,"pop, rock"
Travie McCoy,Billionaire (feat. Bruno Mars),72,0.633,86.776,"hip hop, pop"
Owl City,Fireflies,78,0.512,180.114,"rock, pop"
Alicia Keys,Empire State of Mind (Part II) Broken Down,71,0.484,92.923,"pop, R&B"
Lady A,Need You Now,73,0.581,107.884,"pop, country"
Taylor Swift,Back To December,65,0.529,141.893,pop
Neon Trees,Animal,64,0.482,147.99,"rock, pop"
Kris Allen,Live Like We're Dying,51,0.589,92.011,pop
Matt Cardle,When We Collide,46,0.443,81.986,pop
Robyn,Dancing On My Own,0,0.687,117.015,"pop, Dance/Electronic"
The Band Perry,If I Die Young,64,0.606,130.739,country
B.o.B,Magic (feat. Rivers Cuomo),65,0.549,82.439,"hip hop, pop"
Adele,Rolling in the Deep,2,0.73,104.948,"pop, R&B"
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",77,0.722,128.044,pop
LMFAO,Party Rock Anthem,73,0.751,130.014,"hip hop, pop, Dance/Electronic"
Katy Perry,Firework,72,0.638,124.071,pop
Bruno Mars,Grenade,78,0.704,110.444,pop
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),71,0.595,128.024,"hip hop, pop, latin"
Alexandra Stan,Mr. Saxobeat,0,0.726,126.976,"pop, Dance/Electronic"
David Guetta,Who's That Chick? (feat. Rihanna),71,0.675,127.938,"hip hop, pop, Dance/Electronic"
Jennifer Lopez,On The Floor,79,0.73,130,"hip hop, pop, R&B"
Rihanna,S&M,73,0.767,127.975,"hip hop, pop, R&B"
Kesha,Blow,69,0.753,120.013,"pop, Dance/Electronic"
Snoop Dogg,Sweat - Remix,68,0.813,130.02,"hip hop, pop"
Taio Cruz,Higher,61,0.672,128.027,"hip hop, pop"
Usher,More - RedOne Jimmy Joker Remix,67,0.551,125.083,"hip hop, pop, R&B"
Example,Changed the Way You Kiss Me - Radio Edit,42,0.578,126.979,"pop, Dance/Electronic"
Black Eyed Peas,Just Can’t Get Enough,76,0.659,94.05,"hip hop, pop"
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),72,0.666,129.884,"hip hop, pop, Dance/Electronic"
Lykke Li,I Follow Rivers - The Magician Remix,51,0.786,122.019,"pop, Dance/Electronic"
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",81,0.671,129.024,"hip hop, pop, latin"
Selena Gomez & The Scene,Love You Like A Love Song,79,0.858,117.009,"pop, Dance/Electronic"
Wiz Khalifa,Black and Yellow,75,0.684,164.02,"hip hop, pop"
Katy Perry,E.T.,65,0.62,151.684,pop
Britney Spears,I Wanna Go,66,0.696,130.002,pop
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),81,0.646,89.99,"hip hop, pop"
Edward Maya,Stereo Love - Radio Edit,66,0.799,127.041,pop
Enrique Iglesias,Tonight (I'm Fuckin' You),63,0.648,125.953,"pop, latin"
Jeremih,Down On Me,72,0.7,160.041,"hip hop, pop, R&B"
Sak Noel,Loca People - Radio Edit,49,0.926,127.998,Dance/Electronic
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),61,0.843,110.621,"pop, Dance/Electronic"
LMFAO,Sexy And I Know It,67,0.707,130.021,"hip hop, pop, Dance/Electronic"
Cobra Starship,You Make Me Feel... (feat. Sabi),70,0.668,131.959,"pop, Dance/Electronic"
Jessie J,Do It Like A Dude,57,0.663,140.036,"hip hop, pop"
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,55,0.31,139.85,"pop, Dance/Electronic"
Waka Flocka Flame,No Hands (feat. Roscoe Dash & Wale),76,0.76,131.497,"hip hop, pop"
Nickelback,When We Stand Together,65,0.446,187.961,"rock, metal"
M83,Midnight City,76,0.507,105.013,"rock, pop, metal, Dance/Electronic"
Britney Spears,Till the World Ends,65,0.693,131.951,pop
Labrinth,Earthquake (feat. Tinie Tempah),62,0.54,153.071,pop
Jason Derulo,Don't Wanna Go Home,63,0.671,121.956,"hip hop, pop"
Coldplay,Paradise,82,0.449,139.631,"rock, pop"
Katy Perry,Last Friday Night (T.G.I.F.),74,0.649,126.03,pop
Adele,Set Fire to the Rain,2,0.603,107.995,"pop, R&B"
Dr. Dre,I Need A Doctor,71,0.594,155.826,hip hop
Lil Wayne,6 Foot 7 Foot,1,0.364,79.119,"hip hop, pop"
DJ Khaled,I'm On One,70,0.413,149.33,"hip hop, pop"
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),71,0.767,146.155,"hip hop, pop, R&B"
Far East Movement,Rocketeer,61,0.664,96.005,"hip hop, pop"
The Wanted,Glad You Came,77,0.722,126.885,"pop, Dance/Electronic"
Kesha,We R Who We R,71,0.736,119.95,"pop, Dance/Electronic"
Kelly Rowland,Motivation,65,0.744,140.889,"hip hop, pop, R&B"
Rihanna,We Found Love,75,0.735,127.985,"hip hop, pop, R&B"
Nicole Scherzinger,Don't Hold Your Breath,62,0.66,110.955,"pop, Dance/Electronic"
Mann,Buzzin Remix,48,0.687,104.029,"hip hop, pop"
Chris Brown,Yeah 3x,69,0.705,130,"hip hop, pop, R&B"
Swedish House Mafia,Save The World,65,0.507,126.879,"pop, Dance/Electronic"
Kanye West,All Of The Lights,76,0.531,142.113,hip hop
Miguel,Sure Thing,78,0.684,81.001,"pop, R&B"
Diddy - Dirty Money,Coming Home,69,0.392,168.001,"hip hop, pop, R&B"
Rihanna,What's My Name?,66,0.692,100.025,"hip hop, pop, R&B"
Chris Brown,Beautiful People,53,0.415,127.898,"hip hop, pop, R&B"
Avril Lavigne,What the Hell,74,0.578,149.976,pop
Professor Green,Read All About It,39,0.656,100.963,Dance/Electronic
